Ano;Homicídio Doloso por 100 mil habitantes;Furto por 100 mil habitantes;Roubo por 100 mil habitantes;Furto e Roubo de Veículo por 100 mil habitantes;Furto por 100 mil veículos;Roubo por 100 mil veículos;Furto e Roubo de Veículo por 100 mil veículos;Cidade;Regiao
1999;52,58;1.085,19;1.068,39;1.108,17;-;-;-;São Paulo;Capital
2000;51,23;1.034,32;1.046,44;1.175,01;-;-;-;São Paulo;Capital
2001;49,16;1.099,04;1.066,06;1.032,52;1.423,03;1.275,53;2.698,56;São Paulo;Capital
2002;43,63;1.190,92;1.137,27;907,16;1.249,70;1.035,15;2.284,84;São Paulo;Capital
2003;39,97;1.333,79;1.237,66;868,17;1.158,55;946,79;2.105,34;São Paulo;Capital
2004;31,24;1.540,44;1.059,15;953,66;1.195,91;1.000,72;2.196,62;São Paulo;Capital
2005;22,71;1.620,89;1.021,99;936,2;1.212,41;928,18;2.140,59;São Paulo;Capital
2006;18,1;1.573,05;967,53;827,62;1.048,65;749,53;1.798,18;São Paulo;Capital
2007;13,96;1.345,84;988,26;712,17;812,66;630,8;1.443,45;São Paulo;Capital
2008;11,38;1.393,03;988,28;672,6;737,59;537,01;1.274,60;São Paulo;Capital
2009;11,08;1.581,67;1.105,83;708,42;700,34;581,84;1.282,18;São Paulo;Capital
2010;10,63;1.522,97;986,21;692,29;672,09;546,28;1.218,37;São Paulo;Capital
2011;9,01;1.752,53;969,82;736,32;645,97;611,82;1.257,79;São Paulo;Capital
2012;12,02;1.752,58;993,43;764,08;631,69;647,81;1.279,50;São Paulo;Capital
2013;10,27;1.758,69;1.105,39;866,57;691,49;723,39;1.414,88;São Paulo;Capital
2014;9,82;1.642,91;1.390,74;859,55;677,68;673,63;1.351,31;São Paulo;Capital
2015;8,56;1.524,63;1.335,77;708,05;576,85;503,56;1.080,41;São Paulo;Capital
2016;7,25;1.575,33;1.370,91;711,67;572,29;488,94;1.061,23;São Paulo;Capital
2017;6,1;1.655,99;1.304,76;641,08;529,9;403,95;933,85;São Paulo;Capital
2018;5,69;1.709,09;1.156,82;569,6;488,84;325,05;813,89;São Paulo;Capital
2019;5,47;1.907,04;1.187,94;492,91;436,47;248,21;684,68;São Paulo;Capital
2020;5,51;1.375,67;1.066,72;342,99;308,75;159,49;468,24;São Paulo;Capital
;;;;;;;;Arujá;Grande São Paulo (exclui a Capital)
1999;60,77;671,55;646,23;609,26;-;-;-;Barueri;Grande São Paulo (exclui a Capital)
2000;47,8;668,68;456,25;449,97;-;-;-;Barueri;Grande São Paulo (exclui a Capital)
2001;44,05;755,06;455,69;421,11;1.056,50;699,07;1.755,56;Barueri;Grande São Paulo (exclui a Capital)
2002;39,62;752,23;417,13;422,72;1.109,10;534,61;1.643,71;Barueri;Grande São Paulo (exclui a Capital)
2003;47,27;908,69;557,6;444,71;1.166,42;466,9;1.633,32;Barueri;Grande São Paulo (exclui a Capital)
2004;27,12;843,44;388,72;403,19;1.059,57;326,26;1.385,83;Barueri;Grande São Paulo (exclui a Capital)
2005;22,26;870,37;470,58;451,44;991,25;465,46;1.456,71;Barueri;Grande São Paulo (exclui a Capital)
2006;10,97;924,47;415,95;425,6;963,59;301,2;1.264,80;Barueri;Grande São Paulo (exclui a Capital)
2007;9,52;869,66;452,36;324,23;602,6;268,73;871,33;Barueri;Grande São Paulo (exclui a Capital)
2008;10,26;756,67;378,34;268,04;436,2;216,54;652,74;Barueri;Grande São Paulo (exclui a Capital)
2009;10,13;952,41;516,08;386,96;648,55;219,65;868,2;Barueri;Grande São Paulo (exclui a Capital)
2010;5,82;867,92;402,56;224,99;318,29;139,67;457,96;Barueri;Grande São Paulo (exclui a Capital)
2011;9,88;728,62;353,61;187,71;244,53;103,93;348,46;Barueri;Grande São Paulo (exclui a Capital)
2012;15,89;1.216,71;362,24;242,44;306,99;114,86;421,85;Barueri;Grande São Paulo (exclui a Capital)
2013;9,28;1.051,89;439,23;401,72;518,36;145,25;663,61;Barueri;Grande São Paulo (exclui a Capital)
2014;9,58;1.011,27;600,85;477,09;524;235,01;759,01;Barueri;Grande São Paulo (exclui a Capital)
2015;7,11;904,58;534,68;320,89;319,52;181,35;500,87;Barueri;Grande São Paulo (exclui a Capital)
2016;8,62;1.069,43;572,32;308,69;306,77;169,09;475,85;Barueri;Grande São Paulo (exclui a Capital)
2017;10,87;770,41;448,5;200,76;214,58;90,2;304,78;Barueri;Grande São Paulo (exclui a Capital)
2018;3,81;773,67;378,25;246,32;270,77;98,25;369,02;Barueri;Grande São Paulo (exclui a Capital)
2019;4,53;850,76;372,59;213,07;236,16;71,99;308,15;Barueri;Grande São Paulo (exclui a Capital)
2020;6,34;626,28;273,04;181,28;188,74;70,38;259,11;Barueri;Grande São Paulo (exclui a Capital)
;;;;;;;;Biritiba Mirim;Grande São Paulo (exclui a Capital)
;;;;;;;;Caieiras;Grande São Paulo (exclui a Capital)
;;;;;;;;Cajamar;Grande São Paulo (exclui a Capital)
1999;46,13;519,91;643,41;403,55;-;-;-;Carapicuíba;Grande São Paulo (exclui a Capital)
2000;49,56;453,88;450,67;348,64;-;-;-;Carapicuíba;Grande São Paulo (exclui a Capital)
2001;56,23;641,94;387,3;341,44;1.198,80;1.308,93;2.507,73;Carapicuíba;Grande São Paulo (exclui a Capital)
2002;45,79;637,92;452,47;335,13;1.397,54;832,05;2.229,58;Carapicuíba;Grande São Paulo (exclui a Capital)
2003;44,89;602,27;403,41;337,5;1.397,11;646,94;2.044,05;Carapicuíba;Grande São Paulo (exclui a Capital)
2004;29,05;586;354,76;305,13;1.109,79;579,09;1.688,88;Carapicuíba;Grande São Paulo (exclui a Capital)
2005;34,15;554,47;351,27;301,17;965,67;551,21;1.516,88;Carapicuíba;Grande São Paulo (exclui a Capital)
2006;26,95;526,52;365,09;298,96;886,33;479,99;1.366,31;Carapicuíba;Grande São Paulo (exclui a Capital)
2007;19,87;515,57;362,66;270,2;616,05;476,55;1.092,60;Carapicuíba;Grande São Paulo (exclui a Capital)
2008;16,18;497,01;353,28;314,34;754,48;383,2;1.137,67;Carapicuíba;Grande São Paulo (exclui a Capital)
2009;12,54;597,79;536,46;332,56;685,01;413,17;1.098,18;Carapicuíba;Grande São Paulo (exclui a Capital)
2010;11,64;620,52;584,78;259,09;481,96;284,21;766,17;Carapicuíba;Grande São Paulo (exclui a Capital)
2011;16,12;510,62;613,55;303,41;445,13;362,83;807,95;Carapicuíba;Grande São Paulo (exclui a Capital)
2012;12,81;545,55;735,49;355,88;446,33;429,27;875,6;Carapicuíba;Grande São Paulo (exclui a Capital)
2013;13,51;524,07;707,85;342,14;377,28;411,46;788,74;Carapicuíba;Grande São Paulo (exclui a Capital)
2014;14,72;499,98;822,26;404,3;440,42;459,14;899,56;Carapicuíba;Grande São Paulo (exclui a Capital)
2015;10,96;544,33;1.024,72;372,1;376,3;429,41;805,7;Carapicuíba;Grande São Paulo (exclui a Capital)
2016;9,34;558,53;980,87;343,21;344,27;379,85;724,11;Carapicuíba;Grande São Paulo (exclui a Capital)
2017;7,22;467,59;939,04;353,85;336,15;392,44;728,6;Carapicuíba;Grande São Paulo (exclui a Capital)
2018;7,43;451,05;848,31;358,07;411,31;309,25;720,56;Carapicuíba;Grande São Paulo (exclui a Capital)
2019;7,38;572,54;839,97;358,54;453,22;245,46;698,68;Carapicuíba;Grande São Paulo (exclui a Capital)
2020;8,34;468,46;582,22;250,79;358,54;124,06;482,6;Carapicuíba;Grande São Paulo (exclui a Capital)
1999;44,18;825,32;722,95;706,12;-;-;-;Cotia;Grande São Paulo (exclui a Capital)
2000;42;943,61;737,68;802,03;-;-;-;Cotia;Grande São Paulo (exclui a Capital)
2001;52,6;944,28;703,34;764,39;1.254,05;2.311,21;3.565,26;Cotia;Grande São Paulo (exclui a Capital)
2002;53,36;958,65;576,95;663,58;1.068,36;1.819,77;2.888,14;Cotia;Grande São Paulo (exclui a Capital)
2003;49,2;1.003,51;468,95;391,2;577,53;1.039,55;1.617,08;Cotia;Grande São Paulo (exclui a Capital)
2004;35,31;993,96;399,59;335,44;573,07;723,15;1.296,22;Cotia;Grande São Paulo (exclui a Capital)
2005;28,57;870,68;407,92;397,63;714,05;734,87;1.448,91;Cotia;Grande São Paulo (exclui a Capital)
2006;22,22;880,27;370,99;351,55;557,07;630,22;1.187,28;Cotia;Grande São Paulo (exclui a Capital)
2007;17,29;757,51;410,1;265,29;372,59;440,48;813,08;Cotia;Grande São Paulo (exclui a Capital)
2008;15,25;672,1;381,8;249,8;319,63;380,03;699,66;Cotia;Grande São Paulo (exclui a Capital)
2009;11,78;636,87;446,94;282,09;313,92;412,84;726,76;Cotia;Grande São Paulo (exclui a Capital)
2010;14,95;630,96;436,59;299,03;366,4;320,6;686,99;Cotia;Grande São Paulo (exclui a Capital)
2011;9,74;636,65;460,32;366,79;398,39;363;761,4;Cotia;Grande São Paulo (exclui a Capital)
2012;11,43;601,29;529,41;337,54;266;377,66;643,66;Cotia;Grande São Paulo (exclui a Capital)
2013;13,49;618,4;576,52;393,19;276,28;431,17;707,45;Cotia;Grande São Paulo (exclui a Capital)
2014;15,01;552,1;614,86;374,74;211,32;445,77;657,1;Cotia;Grande São Paulo (exclui a Capital)
2015;13,78;640,95;634,72;347,59;240,87;362,86;603,73;Cotia;Grande São Paulo (exclui a Capital)
2016;3,92;692,11;586,13;262,97;162,41;288,89;451,3;Cotia;Grande São Paulo (exclui a Capital)
2017;12,41;759,08;702,17;251,6;152,11;275,83;427,94;Cotia;Grande São Paulo (exclui a Capital)
2018;6,25;715,47;640;345,64;213,67;369,01;582,68;Cotia;Grande São Paulo (exclui a Capital)
2019;5,72;732,31;516,66;298,97;230,84;263,24;494,08;Cotia;Grande São Paulo (exclui a Capital)
2020;12,01;676,42;407,45;194,92;176,15;143,94;320,09;Cotia;Grande São Paulo (exclui a Capital)
1999;102,82;568,96;736,05;970,54;-;-;-;Diadema;Grande São Paulo (exclui a Capital)
2000;76,15;524,07;671,32;976,21;-;-;-;Diadema;Grande São Paulo (exclui a Capital)
2001;65,76;663,44;707,29;813;1.695,66;3.257,76;4.953,42;Diadema;Grande São Paulo (exclui a Capital)
2002;51,13;754,3;658,64;680,35;1.625,05;2.201,78;3.826,83;Diadema;Grande São Paulo (exclui a Capital)
2003;43,06;801,48;813,75;678,03;1.772,63;1.775,48;3.548,10;Diadema;Grande São Paulo (exclui a Capital)
2004;35,95;658,97;582,2;553,82;1.379,88;1.289,97;2.669,85;Diadema;Grande São Paulo (exclui a Capital)
2005;28,16;759,01;731,92;639,66;1.217,72;1.564,14;2.781,86;Diadema;Grande São Paulo (exclui a Capital)
2006;20,77;818,94;764,9;654,41;1.179,08;1.450,84;2.629,92;Diadema;Grande São Paulo (exclui a Capital)
2007;21,15;864,76;862,65;651,94;1.011,16;1.347,90;2.359,06;Diadema;Grande São Paulo (exclui a Capital)
2008;21,79;800,83;1.010,10;639,88;789,9;1.309,33;2.099,23;Diadema;Grande São Paulo (exclui a Capital)
2009;14,87;753,99;1.150,15;866,39;900,46;1.725,81;2.626,27;Diadema;Grande São Paulo (exclui a Capital)
2010;20,99;716,88;911;832,47;720,54;1.580,03;2.300,56;Diadema;Grande São Paulo (exclui a Capital)
2011;9,02;772,12;1.083,03;812,59;634,68;1.410,83;2.045,51;Diadema;Grande São Paulo (exclui a Capital)
2012;12,57;963,17;980,61;1.057,54;826,15;1.624,96;2.451,12;Diadema;Grande São Paulo (exclui a Capital)
2013;14,79;915,72;1.214,41;1.311,08;633,16;2.219,10;2.852,26;Diadema;Grande São Paulo (exclui a Capital)
2014;13,19;924,57;1.606,57;1.143,53;639,68;1.758,87;2.398,55;Diadema;Grande São Paulo (exclui a Capital)
2015;11,86;859,59;1.705,56;943,63;553,91;1.378,06;1.931,97;Diadema;Grande São Paulo (exclui a Capital)
2016;8,29;812,08;1.858,91;1.068,45;589,09;1.551,26;2.140,34;Diadema;Grande São Paulo (exclui a Capital)
2017;9,51;849,54;1.679,31;940,4;544,02;1.297,31;1.841,33;Diadema;Grande São Paulo (exclui a Capital)
2018;8,42;852,27;1.538,70;790,14;491,19;1.028,08;1.519,27;Diadema;Grande São Paulo (exclui a Capital)
2019;5,66;907,46;1.474,87;658,45;403,41;827,51;1.230,92;Diadema;Grande São Paulo (exclui a Capital)
2020;7,58;629,34;1.220,77;398,2;285,99;450,7;736,69;Diadema;Grande São Paulo (exclui a Capital)
1999;79,15;337,13;396,74;500,44;-;-;-;Embu das Artes;Grande São Paulo (exclui a Capital)
2000;73,7;337,97;408,76;570,72;-;-;-;Embu das Artes;Grande São Paulo (exclui a Capital)
2001;93,56;363,33;414,62;438,85;1.649,29;2.631,46;4.280,75;Embu das Artes;Grande São Paulo (exclui a Capital)
2002;75,74;438,09;396,94;396,01;1.225,56;2.366,31;3.591,88;Embu das Artes;Grande São Paulo (exclui a Capital)
2003;56,17;485,26;395,94;300,64;991,01;1.517,25;2.508,26;Embu das Artes;Grande São Paulo (exclui a Capital)
2004;38,55;477,14;327,92;255,8;928,69;1.004,08;1.932,77;Embu das Artes;Grande São Paulo (exclui a Capital)
2005;32,63;377,2;316,87;277,09;1.030,49;871,01;1.901,49;Embu das Artes;Grande São Paulo (exclui a Capital)
2006;25,11;414,9;314,92;270;943,52;718,49;1.662,01;Embu das Artes;Grande São Paulo (exclui a Capital)
2007;19,54;422,93;395,57;211,46;602,98;526,45;1.129,43;Embu das Artes;Grande São Paulo (exclui a Capital)
2008;23,13;397,43;467,24;235,98;674,71;445,07;1.119,78;Embu das Artes;Grande São Paulo (exclui a Capital)
2009;16,9;431,03;515,96;284,82;631,77;581,37;1.213,15;Embu das Artes;Grande São Paulo (exclui a Capital)
2010;16,67;382,18;575,15;358,01;629,28;679,56;1.308,83;Embu das Artes;Grande São Paulo (exclui a Capital)
2011;19,75;353,39;493,68;350,1;449,64;672,48;1.122,11;Embu das Artes;Grande São Paulo (exclui a Capital)
2012;21,52;389,03;512,49;325,28;313,01;619,04;932,05;Embu das Artes;Grande São Paulo (exclui a Capital)
2013;15,23;443,74;634,15;357,16;345,02;592,21;937,23;Embu das Artes;Grande São Paulo (exclui a Capital)
2014;13,45;498,56;569,78;358,49;355,56;541,76;897,32;Embu das Artes;Grande São Paulo (exclui a Capital)
2015;10,16;433,54;541,34;292,93;329,72;385;714,72;Embu das Artes;Grande São Paulo (exclui a Capital)
2016;6,95;418,67;683,23;242,55;255,57;323,85;579,42;Embu das Artes;Grande São Paulo (exclui a Capital)
2017;9,93;290,64;569,06;229,15;229,65;310,71;540,36;Embu das Artes;Grande São Paulo (exclui a Capital)
2018;9,04;216,94;529,92;218,45;232,21;276,02;508,23;Embu das Artes;Grande São Paulo (exclui a Capital)
2019;7,81;409,34;592,43;148,11;161,31;173,07;334,37;Embu das Artes;Grande São Paulo (exclui a Capital)
2020;6,99;400,82;570,71;140,1;177,88;134,44;312,32;Embu das Artes;Grande São Paulo (exclui a Capital)
;;;;;;;;Embu Guaçú;Grande São Paulo (exclui a Capital)
1999;37,55;430,69;516,83;330,57;-;-;-;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2000;60,81;441,95;559,33;394,57;-;-;-;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2001;35,22;545,61;466,88;325,3;1.916,70;1.892,44;3.809,14;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2002;48,1;533,17;451,87;324,51;2.003,58;1.423,97;3.427,55;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2003;49,23;578,83;492,34;369,25;1.801,41;1.634,27;3.435,68;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2004;37,92;723,72;383,76;390,3;1.592,58;1.663,49;3.256,07;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2005;32,14;674,95;341,33;399,83;1.474,12;1.512,53;2.986,65;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2006;26,57;671,16;353,61;356,77;1.281,24;1.103,64;2.384,88;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2007;19,93;609,62;356,81;229,78;790,34;559,82;1.350,17;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2008;14,1;506,39;304,69;186,98;472,84;535,66;1.008,50;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2009;11,47;492,13;413,02;254,21;548,08;733,82;1.281,90;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2010;15,47;345,69;365,91;277,26;512,39;705,85;1.218,24;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2011;14,07;423,95;400,49;377,63;605,57;838,83;1.444,40;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2012;24,27;513,17;414,93;432,84;462,92;993,91;1.456,83;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2013;15,38;638,44;565,54;492,64;429,89;1.057,54;1.487,43;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2014;8,98;423,22;486,08;520,32;539,24;961,88;1.501,12;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2015;8,85;489,56;546,54;574,19;649,86;975,57;1.625,43;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2016;13,65;415,48;559,61;481,54;480,3;860,29;1.340,59;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2017;8,08;540,46;660,62;510,28;524,38;878,41;1.402,80;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2018;4,25;495,46;681,33;417,4;430,63;697,62;1.128,26;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2019;7,86;660,23;876,12;442,25;518,21;648,1;1.166,31;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
2020;6,72;520,23;765,35;344,41;436,28;455,02;891,3;Ferraz de Vasconcelos;Grande São Paulo (exclui a Capital)
1999;71,73;352,36;403,6;100,11;-;-;-;Francisco Morato;Grande São Paulo (exclui a Capital)
2000;51,26;353,54;318,11;55,78;-;-;-;Francisco Morato;Grande São Paulo (exclui a Capital)
2001;46,55;567,49;384,98;51,72;585,35;367,55;952,9;Francisco Morato;Grande São Paulo (exclui a Capital)
2002;44,34;558,29;311,13;87,23;1.172,61;234,52;1.407,13;Francisco Morato;Grande São Paulo (exclui a Capital)
2003;47,21;1.100,75;317,56;31,47;412,71;41,27;453,98;Francisco Morato;Grande São Paulo (exclui a Capital)
2004;40,15;747,98;259,89;71,84;774,26;165,91;940,18;Francisco Morato;Grande São Paulo (exclui a Capital)
2005;38,15;602,72;230,27;68,66;665,84;147,97;813,81;Francisco Morato;Grande São Paulo (exclui a Capital)
2006;32,8;666,33;242,61;77,91;717,14;125,68;842,82;Francisco Morato;Grande São Paulo (exclui a Capital)
2007;13,48;689,69;236,64;72,14;535,64;138,64;674,27;Francisco Morato;Grande São Paulo (exclui a Capital)
2008;13,97;631,94;345,9;75,17;482,28;130,05;612,33;Francisco Morato;Grande São Paulo (exclui a Capital)
2009;12,47;630,26;387,35;89,29;450,51;194,43;644,95;Francisco Morato;Grande São Paulo (exclui a Capital)
2010;11,67;653,98;326,66;57,04;254,22;100,88;355,1;Francisco Morato;Grande São Paulo (exclui a Capital)
2011;9,6;532,03;361,09;92,19;274,11;219,29;493,4;Francisco Morato;Grande São Paulo (exclui a Capital)
2012;17,08;474,31;390,84;89,17;232,46;193,21;425,67;Francisco Morato;Grande São Paulo (exclui a Capital)
2013;6,87;479,77;347,33;96,2;328,51;89,59;418,1;Francisco Morato;Grande São Paulo (exclui a Capital)
2014;9,87;529,45;318,41;150,57;429,03;186,76;615,79;Francisco Morato;Grande São Paulo (exclui a Capital)
2015;8,53;535,18;423,63;148,12;435,12;139,52;574,64;Francisco Morato;Grande São Paulo (exclui a Capital)
2016;8,43;576,84;600,93;158,36;447,85;144,03;591,88;Francisco Morato;Grande São Paulo (exclui a Capital)
2017;13,09;481,2;604,93;130,26;236,54;234,39;470,93;Francisco Morato;Grande São Paulo (exclui a Capital)
2018;10,57;592,49;592,49;176,75;363,01;257,82;620,84;Francisco Morato;Grande São Paulo (exclui a Capital)
2019;8,7;609,32;463,08;96,91;173,04;151,65;324,69;Francisco Morato;Grande São Paulo (exclui a Capital)
2020;9,18;448,53;451,39;91,77;177,72;121,6;299,31;Francisco Morato;Grande São Paulo (exclui a Capital)
1999;35,22;434,99;421,67;118,98;-;-;-;Franco da Rocha;Grande São Paulo (exclui a Capital)
2000;30,62;568,86;393,47;196,74;-;-;-;Franco da Rocha;Grande São Paulo (exclui a Capital)
2001;37,16;760,35;390,6;169,47;1.242,01;465,75;1.707,76;Franco da Rocha;Grande São Paulo (exclui a Capital)
2002;40,78;662,19;316,47;171,09;1.003,21;545,75;1.548,96;Franco da Rocha;Grande São Paulo (exclui a Capital)
2003;50,34;1.112,66;387,96;123,24;749,82;273,97;1.023,79;Franco da Rocha;Grande São Paulo (exclui a Capital)
2004;27,21;738,01;278,03;118,18;658,24;247,65;905,89;Franco da Rocha;Grande São Paulo (exclui a Capital)
2005;27,51;685,2;260,91;155,88;854,55;247,52;1.102,07;Franco da Rocha;Grande São Paulo (exclui a Capital)
2006;22,08;681,29;262,54;186,48;945,05;265,46;1.210,51;Franco da Rocha;Grande São Paulo (exclui a Capital)
2007;23,28;694,46;305,08;98,75;438,58;147,78;586,36;Franco da Rocha;Grande São Paulo (exclui a Capital)
2008;14,99;702,95;430,77;119,13;404,5;231,74;636,24;Franco da Rocha;Grande São Paulo (exclui a Capital)
2009;20,16;713,33;441,96;172,13;474,98;355,3;830,28;Franco da Rocha;Grande São Paulo (exclui a Capital)
2010;21,31;690,32;486,34;194,84;415,96;403,16;819,12;Franco da Rocha;Grande São Paulo (exclui a Capital)
2011;17,23;532,64;439;182,04;333,01;347;680,01;Franco da Rocha;Grande São Paulo (exclui a Capital)
2012;10,32;490,35;345,83;196,14;400,62;261,27;661,89;Franco da Rocha;Grande São Paulo (exclui a Capital)
2013;12,34;526,92;433,29;201,04;417,5;214,46;631,96;Franco da Rocha;Grande São Paulo (exclui a Capital)
2014;12,14;605,08;469,35;256,46;481,47;290,17;771,64;Franco da Rocha;Grande São Paulo (exclui a Capital)
2015;10,55;504,17;442,29;256,66;414,3;334,31;748,61;Franco da Rocha;Grande São Paulo (exclui a Capital)
2016;9,71;584,08;461,99;219,2;373,24;250,8;624,04;Franco da Rocha;Grande São Paulo (exclui a Capital)
2017;8,9;512,56;448,92;219,67;339,84;269,59;609,43;Franco da Rocha;Grande São Paulo (exclui a Capital)
2018;8,06;514,35;434,44;200,77;279,19;262,87;542,06;Franco da Rocha;Grande São Paulo (exclui a Capital)
2019;7,94;452,48;380,38;134,95;187,59;160,3;347,89;Franco da Rocha;Grande São Paulo (exclui a Capital)
2020;7,17;403,51;273,79;106,91;125,28;134,79;260,07;Franco da Rocha;Grande São Paulo (exclui a Capital)
;;;;;;;;Guararema;Grande São Paulo (exclui a Capital)
1999;58,03;406;632,22;709,01;-;-;-;Guarulhos;Grande São Paulo (exclui a Capital)
2000;48,02;445,98;553,36;652,49;-;-;-;Guarulhos;Grande São Paulo (exclui a Capital)
2001;47,31;628,79;502,42;620,23;1.459,14;1.720,02;3.179,16;Guarulhos;Grande São Paulo (exclui a Capital)
2002;53,24;708,5;502,78;494,26;1.221,76;1.154,18;2.375,94;Guarulhos;Grande São Paulo (exclui a Capital)
2003;43,65;714,18;543,32;442,07;979,96;1.029,57;2.009,53;Guarulhos;Grande São Paulo (exclui a Capital)
2004;33,98;700,51;441,06;447,15;1.033,01;878;1.911,02;Guarulhos;Grande São Paulo (exclui a Capital)
2005;30,3;702,62;446,04;547,56;1.280,07;909,91;2.189,98;Guarulhos;Grande São Paulo (exclui a Capital)
2006;30,68;733,46;434,46;461,44;938,94;773,99;1.712,93;Guarulhos;Grande São Paulo (exclui a Capital)
2007;22,5;756,92;449,4;371,37;668,9;597,11;1.266,01;Guarulhos;Grande São Paulo (exclui a Capital)
2008;21,39;836,85;481,64;374,84;660,42;525,58;1.186,00;Guarulhos;Grande São Paulo (exclui a Capital)
2009;15,09;770,56;550,1;354,77;561,72;495,74;1.057,45;Guarulhos;Grande São Paulo (exclui a Capital)
2010;13,44;788,35;503,58;365,95;489,35;517,52;1.006,87;Guarulhos;Grande São Paulo (exclui a Capital)
2011;16,13;768,37;581,81;403,6;445,27;575,66;1.020,93;Guarulhos;Grande São Paulo (exclui a Capital)
2012;14,43;857,37;596,25;554,48;555,14;752,09;1.307,22;Guarulhos;Grande São Paulo (exclui a Capital)
2013;13,8;896,07;582,63;472,38;477,28;567,44;1.044,73;Guarulhos;Grande São Paulo (exclui a Capital)
2014;14,12;900,96;503,01;586,49;638,91;604,48;1.243,39;Guarulhos;Grande São Paulo (exclui a Capital)
2015;9,78;784,79;839,75;514,92;540,25;531,52;1.071,77;Guarulhos;Grande São Paulo (exclui a Capital)
2016;9,84;782,19;833,85;496,04;547,46;466,09;1.013,55;Guarulhos;Grande São Paulo (exclui a Capital)
2017;9,98;786,34;659,09;450,51;546,74;357,01;903,75;Guarulhos;Grande São Paulo (exclui a Capital)
2018;6,08;779,7;541,96;381,74;434,93;317,9;752,83;Guarulhos;Grande São Paulo (exclui a Capital)
2019;4,98;853,7;471,37;312,17;355,28;241,35;596,62;Guarulhos;Grande São Paulo (exclui a Capital)
2020;6,77;672,27;433,66;248,17;297,34;169,93;467,26;Guarulhos;Grande São Paulo (exclui a Capital)
1999;87,32;421,08;455,36;524,72;-;-;-;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2000;76,17;422,05;428,27;580,61;-;-;-;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2001;78,65;555,11;460,58;518,81;1.695,10;1.950,16;3.645,25;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2002;47,38;544,89;371,65;359,07;900,81;1.512,97;2.413,78;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2003;63,22;651,11;433,1;324,1;841,23;1.220,25;2.061,47;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2004;49,33;702,79;313,86;288,84;673,98;1.071,46;1.745,44;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2005;30,96;611,37;341,92;247,64;705,82;689,96;1.395,77;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2006;31,87;558,39;326,3;295,82;758,02;790,66;1.548,67;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2007;27,99;650,65;388,48;266,27;559,18;701,4;1.260,59;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2008;23,56;630,13;439,61;301,6;785,21;498,64;1.283,85;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2009;15,95;539,53;455,81;261,79;497,22;507,42;1.004,64;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2010;19,03;560,34;465,86;255,89;346,22;497,68;843,9;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2011;12,33;504,74;615,67;362,01;452,07;590,3;1.042,37;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2012;16,68;629,28;656,86;389,37;369;635,41;1.004,42;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2013;18,39;591,12;693,87;430,02;362,05;665,02;1.027,07;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2014;14,42;472,23;637,79;420,8;369,43;598,88;968,31;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2015;13,02;585,35;616,35;417,31;477,2;464,61;941,81;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2016;12,89;718,2;863,07;362,78;393,2;413,67;806,87;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2017;10,94;496,48;621,05;263,13;247,63;331,95;579,58;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
